grant_name,AGRI,ARTS,BIOC,CENG,CHEM,COMP,DENT,EART,ENER,ENGI,ENVI,IMMU,MATE,MATH,MEDI,MULT,NEUR,NURS,PHAR,PHYS,PSYC,SOCI,VETE,cluster
"Consejería de Educación, Universidades y Sostenibilidad, Gobierno de Canarias",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
"Conselleria d'Educació, Investigació, Cultura i Esport",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
"Engineering Research Center of Large Scale Reactor Engineering and Technology, Ministry of Education",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
"Engineering Research Center of Nano-Geomaterials, Ministry of Education",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
"Instituto Federal de Alagoas, Ministério da Educação",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
Kementerian Pendidikan,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
"Key Laboratory for Photonic and Electric Bandgap Materials, Ministry of Education, Harbin Normal University",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
Key Laboratory of Advanced Control and Optimization for Chemical Processes,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
"Key Laboratory of Advanced Materials Processing Technology, Ministry of Education",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
Key Laboratory of Advanced Reactor Engineering and Safety of Ministry of Education,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
Key Laboratory of Automotive Materials,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
Key Laboratory of Autonomous Systems and Network Control,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
"Key Laboratory of Carbohydrate Chemistry and Biotechnology, Ministry of Education",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
"Key Laboratory of Chemical Biology and Traditional Chinese Medicine Research, Ministry of Education",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
"Key Laboratory of Ecology and Energy-saving Study of Dense Habitat (Tongji University), Ministry of Education",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
Key Laboratory of Econometrics,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
"Key Laboratory of Engineering Dielectrics and Its Application (Harbin University of Science and Technology), Ministry of Education",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
"Key Laboratory of Fluid and Power Machinery, Ministry of Education",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
Key Laboratory of Functional Inorganic Materials Chemistry Ministry of Education,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
"Key Laboratory of Geospace Environment and Geodesy, Ministry of Education",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
"Key Laboratory of Geotechnical and Underground Engineering, Ministry of Education",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
"Key Laboratory of High-Performance Fiber and Product, Ministry of Education",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
Key Laboratory of Highway Engineering Ministry of Education in Special Areas,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
"Key Laboratory of Industrial Internet of Things and Networked Control, Ministry of Education",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
"Key Laboratory of Information Storage System, Ministry of Education",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
Key Laboratory of Medical Electrophysiology of Ministry of Education,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
"Key Laboratory of Micro-Systems and Micro-Structures Manufacturing, Ministry of Education, Harbin Institute of Technology",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
Key Laboratory of System Control and Information Processing,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
Key Laboratory of Trustworthy Distributed Computing and Service of Ministry of Education,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
"Key Laboratory of Ultraviolet Light Emitting Materials and Technology, Ministry of Education",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
Key Laboratory of Universal Wireless Communications of Ministry of Education,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
"Key Laboratory of Virtual Geographic Environment (Nanjing Normal University), Ministry of Education",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
Ministerio de Educación de la Nación,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
"Ministerium für Bildung, Wissenschaft und Kultur Mecklenburg-Vorpommern",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
Ministry of Education Key Laboratory for Oil and Gas Equipment,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
"Key Laboratory of Tectonics and Petroleum Resources, Ministry of Education, China",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
"Key Laboratory of Myocardial Ischemia, Ministry of Education",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
"Key Laboratory of Safe Mining of Deep Metal Mines, Ministry of Education",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
"Key Laboratory of Synthetic and Biological Colloids, Ministry of Education",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
"Ministerio de Educación, Cultura y Deporte",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
"Ministerio de Educación, Gobierno de Chile",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
"Ministero dell’Istruzione, dell’Università e della Ricerca",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
"Ministrstvo za Izobraževanje, Znanost in Šport",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
"Ministry of Education, British Columbia",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
"Ministry of Education, Government of the People's Republic of Bangladesh",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
"Ministry of Education, Kenya",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
"Ministerie van Onderwijs, Cultuur en Wetenschap",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
"Ministerstvo školstva, vedy, výskumu a športu Slovenskej republiky",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
"Ministry of Education, Lifelong Learning and Religious Affairs",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
Ministry of Education- New Zealand,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
Ministère de l'Éducation Nationale,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
"Animal Biotechnology Center, National Chung Hsing University",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rheinische Friedrich-Wilhelms-Universität Bonn,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"Clinical Ageing Research Unit, Newcastle University",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
"Faculty of Medical Sciences, Newcastle University",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
"School of Natural and Environmental Sciences, Newcastle University",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
"Faculty of Science, Agriculture and Engineering, Newcastle University",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-1
Newcastle University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
"Department of Animal Science, Faculty of Agriculture, Khon Kaen University",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,-1
"Mekong Health Science Research Institute, Khon Kaen University",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,-1
"Integrated Nanotechnology Research Center, Khon Kaen University",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,-1
Beiersdorf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
Universitas Sultan Ageng Tirtayasa,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Universidad de La Frontera,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,-1
Deutsche Parkinson Vereinigung,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Efficacy and Mechanism Evaluation Programme,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Ministerio de Ciencia e Innovación,0,0,1,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-1
Federal State Budget Scientific Institution Research Institute - Republican Research and Consulting Center of Expertise,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
Agriculture and Agri-Food Canada,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
Erasmus+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7
ExxonMobil Foundation,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3
"Onderzoeksraad, KU Leuven",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
Università degli Studi di Sassari,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Faculty of Science, Prince of Songkla University",2,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,-1
"Graduate School, Prince of Songkla University",7,0,3,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,3,-1
Charles Darwin University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,10
Natural Science Foundation of Fujian Province,1,0,2,1,1,0,0,1,0,1,3,0,0,0,6,1,0,0,0,0,0,0,0,-1
West Light Foundation of the Chinese Academy of Sciences,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,16
South African Medical Research Council,0,0,2,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,-1
Aberystwyth University,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1
Eisai,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,5
VIT University,0,0,0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,-1
Cairo University,0,0,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,-1
"National Cancer Institute, Cairo University",0,0,3,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,-1
"Faculty of Computers and Information, Cairo University",0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
"Faculty of Science, Cairo University",0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
Kementerian Pendidikan Nasional,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
Lembaga Penelitian dan Pengabdian Kepada Masyarakat,5,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
University of Aberdeen,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"Consejo Nacional de Ciencia y Tecnología, Paraguay",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,13
Vlaamse regering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
"Strategic Wisdom and Research Institute, Srinakharinwirot University",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Marsden Fund,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
"Faculti Sains, Universiti Putra Malaysia",0,0,1,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,16
"Fakulti Perubatan dan Sains Kesihatan, Universiti Putra Malaysia",0,0,1,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,16
"Fakulti Pertanian, Universiti Putra Malaysia",0,0,1,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,16
"Institut Teknologi Maju, Universiti Putra Malaysia",0,0,1,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,16
"Department of Scientific and Industrial Research, Ministry of Science and Technology, India",0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,14
"Institute for Information Industry, Ministry of Science and Technology, Taiwan",2,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,-1
Ministerio de Ciencia y Tecnología,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,14
"Ministerio de Ciencia y Tecnología, Gobierno de la Provincia de Córdoba",0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,14
"Ministry of Science and Technology, Government of the People’s Republic of Bangladesh",0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,14
"Ministry of Science and Technology, Croatia",0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,14
"National Key New Drug Creation and Manufacturing Program, Ministry of Science and Technology",0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,14
Institut National de la Santé et de la Recherche Médicale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
Fondation Leducq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,4
Yeungnam University,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation",0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,-1
Universitas Negeri Malang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,1,0,10
National Taiwan Ocean University,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Indian Council of Medical Research,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Coordinación de la Investigación Científica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,4
Generalitat Valenciana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,4
Northern Border University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10
Rajamangala University of Technology Srivijaya,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1
Rajamangala University of Technology Suvarnabhumi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"Al-Amodi Autism Research Chair, King Saud University",1,0,2,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,-1
"College of Dentistry, King Saud University",1,0,2,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,-1
"College of Medicine, King Saud University",1,0,2,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,-1
"Female Center for Scientific and Medical Colleges, King Saud University",1,0,2,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,-1
"Research Center of the College of Computer and Information Sciences, King Saud University",1,0,2,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,-1
King Khalid University,0,0,0,0,0,3,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,-1
"Research Center for Advanced Materials Science, King Khalid University",0,0,0,0,0,3,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,-1
Silesian University of Technology,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,17
Korea Basic Science Institute,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9
Yildiz Teknik Üniversitesi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
CHILDREN with CANCER UK,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Iran National Science Foundation,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1
Royal College of Physicians,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
Diabetesforbundet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
Agencia Nacional de Investigación y Desarrollo,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,14
Hunan Provincial Innovation Foundation for Postgraduate,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1
"Ministère de l’Enseignement Supérieur, de la Recherche Scientifique et des Technologies de l'Information et de la Communication",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3
"Ministère de l'Enseignement Supérieur, de la Recherche Scientifique et de la Formation des Cadres",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3
"Ministry of Higher Education, Egypt",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3
"Ministère de l'Enseignement Supérieur, Republique du Cameroun",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3
"Cultural Affairs and Missions Sector, Ministry of Higher Education",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3
"Ministrstvo za visoko šolstvo, znanost in tehnologijo",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3
Universitas Padjadjaran,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,13
Khon Kean University,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,3
European Organisation for Research and Treatment of Cancer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10
Genome Institute of Singapore,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Fakultas Teknik Universitas Indonesia,0,0,0,1,0,10,0,0,0,5,0,0,3,1,0,0,0,0,0,1,0,0,0,-1
Nantong University,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Islamic Development Bank,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17
Fundación Josep Carreras Contra la Leucemia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
"Research Institute for Microbial Diseases, Osaka University",0,0,3,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,-1
National Eye Research Centre,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,14
"College of Arts, Society and Education, James Cook University",1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14
James Cook University,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14
"College of Medicine and Dentistry, James Cook University",1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14
Social Sciences and Humanities Research Council of Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1
Viet Nam National University Ho Chi Minh City,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14
Chung Shan Medical University,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Jining Medical University,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Consiliul National al Cercetarii Stiintifice,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,3
Think-Tank Mutual Fund of Qingdao Energy Storage Industry Scientific Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
Korea Human Resource Development Institute for Health and Welfare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
American University of Sharjah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Universidad San Francisco de Quito,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7
Universidad de Murcia,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,15
Action Medical Research,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,-1
Fundação Oswaldo Cruz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1
Institute of Physics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
"Institute for Cosmic Ray Research, University of Tokyo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4
Fundación General CSIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4
Consejo Tamaulipeco de Ciencia y Tecnología,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,4
"Pró-Reitoria de Pesquisa, Universidade Federal do Rio Grande do Sul",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4
Programme Development Grants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4
"Centro de Investigaciones Energéticas, Medioambientales y Tecnológicas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
Deutsches Elektronen-Synchrotron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
Instituto de Física de Cantabria,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,-1
Institute of High Energy Physics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
Institut National de Physique Nucléaire et de Physique des Particules,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
Korea Institute of Science and Technology Information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
Quaid-i-Azam University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
"Royal Holloway, University of London",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
Université Catholique de Louvain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
Universidade do Estado do Rio de Janeiro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
Università di Pisa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
Tata Institute of Fundamental Research,4,0,3,1,4,1,0,0,1,1,1,0,0,0,2,1,0,1,0,1,0,0,0,-1
Orta Doğu Teknik Üniversitesi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
RWTH Aachen University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
Sapienza Università di Roma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
University of Glasgow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
Université Paris-Saclay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
"Wigner Fizikai Kutatóközpont, Magyar Tudományos Akadémia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
Department of Environmental Affairs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
State Key Laboratory of Membrane Biology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
Deutsches Rote Kreuz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
Toronto Arts Council,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
Cancerfonden,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
Stockholms Läns Landsting,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
Canada Foundation for Innovation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Alzheimer’s Research UK,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,5
University Grants Committee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
Shahid Chamran University of Ahvaz,0,0,0,1,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,19
Taipei Medical University,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
New Energy and Industrial Technology Development Organization,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
New Energy and Industrial Technology Development Organization,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Tianjin University,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Geo-Informatics and Space Technology Development Agency,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,7
